ticker,headline,date,timestamp,source,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
NFLX,"Netflix Subscriber Growth Exceeds Expectations, Stock Rises 6%",2022-01-20,2022-01-20T00:00:00,financial_news,-0.91501975,0.9448682,0.025283264,0.02984844
AAPL,Apple Stock Drops as Analysts Downgrade on Weak iPhone Demand,2022-01-21,2022-01-21T00:00:00,financial_news,0.017955966,0.0112793725,0.9594853,0.029235339
GOOGL,"Google Announces Share Buyback Program, Boosting Investor Sentiment",2022-01-21,2022-01-21T00:00:00,financial_news,-0.8897338,0.9334364,0.022861103,0.043702576
NFLX,Netflix Stock Surges on International Expansion Success,2022-01-21,2022-01-21T00:00:00,financial_news,-0.8801998,0.9190461,0.042107563,0.038846336
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-01-22,2022-01-22T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
CRM,Salesforce Stock Surges on Strong Subscription Revenue,2022-01-22,2022-01-22T00:00:00,financial_news,-0.9161471,0.941706,0.03273505,0.02555891
GOOGL,"Google Cloud Revenue Growth Accelerates, Competing with AWS",2022-01-22,2022-01-22T00:00:00,financial_news,-0.9244262,0.95346665,0.01749289,0.02904047
NFLX,"Netflix Content Costs Rising, Margin Pressure Concerns",2022-01-22,2022-01-22T00:00:00,financial_news,-0.036203556,0.07635,0.8835035,0.040146448
NVDA,"NVIDIA Earnings Beat Expectations, Automotive Segment Strong",2022-01-22,2022-01-22T00:00:00,financial_news,-0.9237713,0.95127386,0.021223612,0.027502509
AAPL,"Apple Announces New MacBook Pro with M2 Chip, Shares Rise 3%",2022-01-23,2022-01-23T00:00:00,financial_news,-0.3728084,0.64650846,0.0797915,0.27370006
AMZN,Amazon Dividend Speculation Grows as Cash Flow Improves,2022-01-23,2022-01-23T00:00:00,financial_news,-0.7087944,0.8296473,0.04949977,0.120852865
GOOGL,"Google Cloud Revenue Growth Accelerates, Competing with AWS",2022-01-23,2022-01-23T00:00:00,financial_news,-0.9244262,0.95346665,0.01749289,0.02904047
MSFT,Microsoft Faces Regulatory Scrutiny Over Gaming Acquisitions,2022-01-23,2022-01-23T00:00:00,financial_news,0.035916887,0.010853967,0.94237524,0.046770852
NVDA,"NVIDIA Announces New AI Chip Architecture, Shares Rise 10%",2022-01-23,2022-01-23T00:00:00,financial_news,-0.5505356,0.743442,0.06365162,0.19290638
AAPL,Concerns Mount Over Apple's Declining Market Share in Smartphone Segment,2022-01-24,2022-01-24T00:00:00,financial_news,0.011806471,0.008542877,0.97110784,0.020349348
ADBE,Adobe Faces Regulatory Scrutiny Over Market Dominance,2022-01-24,2022-01-24T00:00:00,financial_news,0.10624008,0.013730875,0.8662982,0.119970955
AMZN,Amazon Web Services Maintains Market Leadership Despite Competition,2022-01-24,2022-01-24T00:00:00,financial_news,-0.8652778,0.92677647,0.011724873,0.061498646
NVDA,"NVIDIA Earnings Beat Expectations, Automotive Segment Strong",2022-01-24,2022-01-24T00:00:00,financial_news,-0.9237713,0.95127386,0.021223612,0.027502509
TSLA,Tesla Supercharger Network Expansion Drives Revenue Growth,2022-01-24,2022-01-24T00:00:00,financial_news,-0.84915507,0.9189507,0.011253722,0.06979563
NVDA,"NVIDIA Faces Supply Chain Challenges, Stock Volatile",2022-01-25,2022-01-25T00:00:00,financial_news,0.11736016,0.03775172,0.8071363,0.15511188
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-01-26,2022-01-26T00:00:00,financial_news,0.008793967,0.009048594,0.9731088,0.017842561
CRM,"Salesforce Announces Major Partnership, Boosting Platform Growth",2022-01-26,2022-01-26T00:00:00,financial_news,-0.9210522,0.9512192,0.0186138,0.030167
GOOGL,Google Stock Falls on Concerns About AI Disruption to Search,2022-01-26,2022-01-26T00:00:00,financial_news,0.023641296,0.008878157,0.9586023,0.032519452
META,"Meta Announces Major Cost-Cutting Initiative, Shares Rise 8%",2022-01-26,2022-01-26T00:00:00,financial_news,-0.8531737,0.9083586,0.03645659,0.055184875
MSFT,Microsoft Stock Falls on Concerns About PC Market Slowdown,2022-01-26,2022-01-26T00:00:00,financial_news,0.027501864,0.010468559,0.95156103,0.037970424
NFLX,"Netflix Earnings Beat Expectations, Original Content Strategy Pays Off",2022-01-26,2022-01-26T00:00:00,financial_news,-0.91655934,0.9499582,0.016642831,0.033398878
GOOGL,Google Stock Gains on Strong Digital Advertising Recovery,2022-01-27,2022-01-27T00:00:00,financial_news,-0.8979193,0.93119025,0.035538763,0.03327095
TSLA,Tesla Supercharger Network Expansion Drives Revenue Growth,2022-01-27,2022-01-27T00:00:00,financial_news,-0.84915507,0.9189507,0.011253722,0.06979563
META,Meta Faces Regulatory Challenges Over Data Privacy Concerns,2022-01-28,2022-01-28T00:00:00,financial_news,0.05622524,0.022174558,0.8994256,0.0783998
MSFT,Microsoft Faces Regulatory Scrutiny Over Gaming Acquisitions,2022-01-28,2022-01-28T00:00:00,financial_news,0.035916887,0.010853967,0.94237524,0.046770852
GOOGL,"Google Announces Major AI Breakthrough, Shares Rise 4%",2022-01-29,2022-01-29T00:00:00,financial_news,-0.3906821,0.6534303,0.08382149,0.26274818
META,"Meta Faces Competition from TikTok, Revenue Growth Slows",2022-01-29,2022-01-29T00:00:00,financial_news,0.033302106,0.0115731275,0.9435516,0.044875234
TSLA,"Tesla Delivers Record Vehicles, Stock Jumps on Production Milestone",2022-01-29,2022-01-29T00:00:00,financial_news,-0.56663764,0.76867217,0.029293325,0.20203452
AAPL,"Apple Services Revenue Hits All-Time High, Boosting Investor Confidence",2022-01-30,2022-01-30T00:00:00,financial_news,-0.9004294,0.9388706,0.02268833,0.038441155
ADBE,Adobe Stock Declines on Competitive Pressure from Canva,2022-01-30,2022-01-30T00:00:00,financial_news,0.016122151,0.009759652,0.96435857,0.025881805
AMZN,Amazon Stock Slides as AWS Growth Slows Amid Economic Headwinds,2022-01-30,2022-01-30T00:00:00,financial_news,0.015026293,0.008080916,0.9688119,0.023107208
CRM,"Salesforce Faces Competition from Microsoft, Market Share Concerns",2022-01-30,2022-01-30T00:00:00,financial_news,0.741711,0.07217284,0.11394328,0.81388384
TSLA,"Tesla Announces Battery Technology Advancement, Shares Gain",2022-01-30,2022-01-30T00:00:00,financial_news,0.03974566,0.45446306,0.051328216,0.49420872
ADBE,"Adobe Announces AI-Powered Creative Tools, Shares Gain 5%",2022-01-31,2022-01-31T00:00:00,financial_news,-0.18630019,0.5601058,0.06608857,0.3738056
GOOGL,"Google Cloud Revenue Growth Accelerates, Competing with AWS",2022-01-31,2022-01-31T00:00:00,financial_news,-0.9244262,0.95346665,0.01749289,0.02904047
MSFT,"Microsoft Teams Growth Accelerates, Boosting Productivity Segment",2022-01-31,2022-01-31T00:00:00,financial_news,-0.92332643,0.95291996,0.0174864,0.029593533
NFLX,"Netflix Announces Ad-Supported Tier, Shares React Positively",2022-01-31,2022-01-31T00:00:00,financial_news,-0.050384223,0.46103528,0.12831365,0.41065106
AAPL,"Apple Stock Surges on Strong Q4 Earnings Beat, Services Revenue Growth",2022-02-01,2022-02-01T00:00:00,financial_news,-0.9100152,0.93714744,0.035720374,0.027132211
ADBE,Adobe Stock Declines on Competitive Pressure from Canva,2022-02-01,2022-02-01T00:00:00,financial_news,0.016122151,0.009759652,0.96435857,0.025881805
MSFT,Microsoft Stock Declines as Gaming Revenue Disappoints,2022-02-01,2022-02-01T00:00:00,financial_news,0.01058849,0.009212148,0.9709872,0.019800639
CRM,Salesforce Stock Declines on High Valuation Concerns,2022-02-02,2022-02-02T00:00:00,financial_news,0.00867266,0.012520159,0.966287,0.021192819
META,Meta's Instagram Revenue Growth Outpaces Facebook Platform,2022-02-02,2022-02-02T00:00:00,financial_news,-0.908572,0.94848025,0.011611506,0.039908238
NFLX,"Netflix Earnings Beat Expectations, Original Content Strategy Pays Off",2022-02-02,2022-02-02T00:00:00,financial_news,-0.91655934,0.9499582,0.016642831,0.033398878
CRM,"Salesforce Earnings Beat Expectations, Customer Growth Strong",2022-02-03,2022-02-03T00:00:00,financial_news,-0.92618835,0.95408076,0.018026821,0.027892398
ADBE,Adobe Stock Falls on Subscription Model Saturation Concerns,2022-02-04,2022-02-04T00:00:00,financial_news,0.020108048,0.009371498,0.9611489,0.029479546
CRM,Salesforce Stock Falls on Weak Forward Guidance,2022-02-04,2022-02-04T00:00:00,financial_news,0.011306387,0.013883102,0.9609274,0.02518949
GOOGL,Google Stock Tumbles as YouTube Ad Revenue Declines,2022-02-04,2022-02-04T00:00:00,financial_news,0.014107055,0.0075565977,0.9707798,0.021663653
MSFT,Microsoft Dividend Hike Reflects Strong Cash Flow Generation,2022-02-04,2022-02-04T00:00:00,financial_news,-0.9272036,0.94898,0.029243626,0.021776378
NVDA,"NVIDIA Faces Supply Chain Challenges, Stock Volatile",2022-02-04,2022-02-04T00:00:00,financial_news,0.11736016,0.03775172,0.8071363,0.15511188
AAPL,Apple Dividend Increase Signals Confidence in Long-Term Growth,2022-02-05,2022-02-05T00:00:00,financial_news,-0.9183789,0.948861,0.020656867,0.030482128
ADBE,"Adobe Announces AI-Powered Creative Tools, Shares Gain 5%",2022-02-05,2022-02-05T00:00:00,financial_news,-0.18630019,0.5601058,0.06608857,0.3738056
ADBE,"Adobe Announces Share Buyback Program, Boosting Investor Sentiment",2022-02-06,2022-02-06T00:00:00,financial_news,-0.9021816,0.9408276,0.020526323,0.038646005
AMZN,Amazon Stock Declines on Concerns About Regulatory Scrutiny,2022-02-06,2022-02-06T00:00:00,financial_news,0.023070633,0.010227335,0.9564748,0.033297967
GOOGL,Google Stock Falls on Concerns About AI Disruption to Search,2022-02-06,2022-02-06T00:00:00,financial_news,0.023641296,0.008878157,0.9586023,0.032519452
MSFT,Microsoft Stock Declines as Gaming Revenue Disappoints,2022-02-06,2022-02-06T00:00:00,financial_news,0.01058849,0.009212148,0.9709872,0.019800639
NFLX,Netflix Stock Declines on Subscriber Churn Concerns,2022-02-06,2022-02-06T00:00:00,financial_news,0.017740417,0.012217152,0.9578253,0.02995757
NVDA,NVIDIA Data Center Revenue Hits All-Time High,2022-02-06,2022-02-06T00:00:00,financial_news,-0.8597242,0.9098906,0.039942972,0.050166357
TSLA,"Tesla Announces Battery Technology Advancement, Shares Gain",2022-02-06,2022-02-06T00:00:00,financial_news,0.03974566,0.45446306,0.051328216,0.49420872
ADBE,Adobe Stock Falls on Subscription Model Saturation Concerns,2022-02-07,2022-02-07T00:00:00,financial_news,0.020108048,0.009371498,0.9611489,0.029479546
GOOGL,Google Stock Falls on Concerns About AI Disruption to Search,2022-02-07,2022-02-07T00:00:00,financial_news,0.023641296,0.008878157,0.9586023,0.032519452
AMZN,Amazon Retail Growth Slows as Consumers Reduce Spending,2022-02-08,2022-02-08T00:00:00,financial_news,0.030320011,0.008500258,0.9526795,0.03882027
NFLX,Netflix Faces Regulatory Challenges in Key Markets,2022-02-08,2022-02-08T00:00:00,financial_news,0.38728464,0.08508339,0.44254863,0.47236803
GOOGL,"Google Faces Antitrust Pressure, Stock Under Pressure",2022-02-09,2022-02-09T00:00:00,financial_news,0.18976688,0.018486362,0.77326035,0.20825325
MSFT,"Microsoft Earnings Beat Expectations, Driven by Enterprise Software Growth",2022-02-09,2022-02-09T00:00:00,financial_news,-0.92557186,0.947532,0.030507838,0.021960149
NFLX,"Netflix Announces Ad-Supported Tier, Shares React Positively",2022-02-09,2022-02-09T00:00:00,financial_news,-0.050384223,0.46103528,0.12831365,0.41065106
NVDA,"NVIDIA Stock Soars on AI Chip Demand, Data Center Revenue Surges",2022-02-10,2022-02-10T00:00:00,financial_news,-0.62380254,0.6972333,0.22933584,0.07343081
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-02-11,2022-02-11T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
MSFT,"Microsoft Announces Major AI Partnership, Shares Jump 5%",2022-02-11,2022-02-11T00:00:00,financial_news,-0.1457819,0.52801645,0.08974903,0.38223454
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-02-12,2022-02-12T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-02-12,2022-02-12T00:00:00,financial_news,-0.15979844,0.5506954,0.058407605,0.39089698
CRM,Salesforce Stock Falls on Acquisition Integration Challenges,2022-02-12,2022-02-12T00:00:00,financial_news,0.014243004,0.008113955,0.9695291,0.022356959
META,Meta Stock Falls on Weak Advertising Revenue Guidance,2022-02-12,2022-02-12T00:00:00,financial_news,0.013626066,0.008939185,0.9684955,0.022565251
NVDA,"NVIDIA Announces Stock Split, Shares React Positively",2022-02-13,2022-02-13T00:00:00,financial_news,0.30930164,0.08597999,0.5187384,0.39528164
NFLX,"Netflix Earnings Beat Expectations, Original Content Strategy Pays Off",2022-02-16,2022-02-16T00:00:00,financial_news,-0.91655934,0.9499582,0.016642831,0.033398878
NVDA,NVIDIA Stock Surges on Cryptocurrency Mining Demand,2022-02-16,2022-02-16T00:00:00,financial_news,0.022116683,0.026276197,0.92533094,0.04839288
AAPL,"Apple Announces New MacBook Pro with M2 Chip, Shares Rise 3%",2022-02-17,2022-02-17T00:00:00,financial_news,-0.3728084,0.64650846,0.0797915,0.27370006
ADBE,Adobe Faces Regulatory Scrutiny Over Market Dominance,2022-02-17,2022-02-17T00:00:00,financial_news,0.10624008,0.013730875,0.8662982,0.119970955
AMZN,"Amazon Announces Major Investment in Logistics, Shares Mixed",2022-02-17,2022-02-17T00:00:00,financial_news,0.092241585,0.4385606,0.030637192,0.5308022
CRM,Salesforce Stock Declines on High Valuation Concerns,2022-02-17,2022-02-17T00:00:00,financial_news,0.00867266,0.012520159,0.966287,0.021192819
GOOGL,"Google Cloud Revenue Growth Accelerates, Competing with AWS",2022-02-17,2022-02-17T00:00:00,financial_news,-0.9244262,0.95346665,0.01749289,0.02904047
META,"Meta Announces Major Cost-Cutting Initiative, Shares Rise 8%",2022-02-17,2022-02-17T00:00:00,financial_news,-0.8531737,0.9083586,0.03645659,0.055184875
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-02-18,2022-02-18T00:00:00,financial_news,0.008793967,0.009048594,0.9731088,0.017842561
MSFT,Microsoft Stock Falls on Concerns About PC Market Slowdown,2022-02-18,2022-02-18T00:00:00,financial_news,0.027501864,0.010468559,0.95156103,0.037970424
CRM,"Salesforce Announces AI Integration, Shares Rise 4%",2022-02-19,2022-02-19T00:00:00,financial_news,-0.5179207,0.72660774,0.06470519,0.20868705
GOOGL,"Google Announces Major AI Breakthrough, Shares Rise 4%",2022-02-19,2022-02-19T00:00:00,financial_news,-0.3906821,0.6534303,0.08382149,0.26274818
AMZN,Amazon Stock Slides as AWS Growth Slows Amid Economic Headwinds,2022-02-20,2022-02-20T00:00:00,financial_news,0.015026293,0.008080916,0.9688119,0.023107208
META,Meta's Instagram Revenue Growth Outpaces Facebook Platform,2022-02-20,2022-02-20T00:00:00,financial_news,-0.908572,0.94848025,0.011611506,0.039908238
AAPL,Apple Dividend Increase Signals Confidence in Long-Term Growth,2022-02-21,2022-02-21T00:00:00,financial_news,-0.9183789,0.948861,0.020656867,0.030482128
META,Meta's Instagram Revenue Growth Outpaces Facebook Platform,2022-02-21,2022-02-21T00:00:00,financial_news,-0.908572,0.94848025,0.011611506,0.039908238
TSLA,Tesla Supercharger Network Expansion Drives Revenue Growth,2022-02-21,2022-02-21T00:00:00,financial_news,-0.84915507,0.9189507,0.011253722,0.06979563
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-02-22,2022-02-22T00:00:00,financial_news,-0.15979844,0.5506954,0.058407605,0.39089698
META,Meta Stock Surges on Strong User Engagement Metrics,2022-02-22,2022-02-22T00:00:00,financial_news,-0.9263906,0.9509162,0.024558239,0.02452556
MSFT,"Microsoft Reports Strong Quarter, Office 365 Subscriptions Surge",2022-02-22,2022-02-22T00:00:00,financial_news,-0.8645115,0.9231762,0.018159011,0.058664717
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-02-23,2022-02-23T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-02-23,2022-02-23T00:00:00,financial_news,-0.15979844,0.5506954,0.058407605,0.39089698
META,Meta Announces AI-Powered Ad Targeting Improvements,2022-02-23,2022-02-23T00:00:00,financial_news,0.16090736,0.4131703,0.012752007,0.57407767
NFLX,Netflix Stock Falls on Increased Competition from Disney+,2022-02-23,2022-02-23T00:00:00,financial_news,0.012227591,0.0108642075,0.96604395,0.023091799
NVDA,"NVIDIA Faces Supply Chain Challenges, Stock Volatile",2022-02-23,2022-02-23T00:00:00,financial_news,0.11736016,0.03775172,0.8071363,0.15511188
ADBE,Adobe Stock Falls on Concerns About Economic Slowdown Impact,2022-02-24,2022-02-24T00:00:00,financial_news,0.031371318,0.016282206,0.93606436,0.047653522
GOOGL,Google Parent Alphabet Beats Earnings on Strong Search Revenue,2022-02-25,2022-02-25T00:00:00,financial_news,-0.91131705,0.94286674,0.025583606,0.03154972
ADBE,"Adobe Earnings Beat Expectations, Enterprise Segment Strong",2022-02-26,2022-02-26T00:00:00,financial_news,-0.9223206,0.9473405,0.02763962,0.025019914
GOOGL,Google Stock Gains on Strong Digital Advertising Recovery,2022-02-26,2022-02-26T00:00:00,financial_news,-0.8979193,0.93119025,0.035538763,0.03327095
NFLX,"Netflix Subscriber Growth Exceeds Expectations, Stock Rises 6%",2022-02-26,2022-02-26T00:00:00,financial_news,-0.91501975,0.9448682,0.025283264,0.02984844
AAPL,"Apple Services Revenue Hits All-Time High, Boosting Investor Confidence",2022-02-27,2022-02-27T00:00:00,financial_news,-0.9004294,0.9388706,0.02268833,0.038441155
AMZN,"Amazon Faces Union Organizing Efforts, Labor Costs Rising",2022-02-27,2022-02-27T00:00:00,financial_news,0.022842027,0.011962403,0.9532331,0.03480443
CRM,"Salesforce Reports Strong Quarter, Cloud Revenue Growth Accelerates",2022-02-27,2022-02-27T00:00:00,financial_news,-0.9377127,0.9589536,0.019805454,0.02124088
GOOGL,Google Stock Gains on Strong Digital Advertising Recovery,2022-02-27,2022-02-27T00:00:00,financial_news,-0.8979193,0.93119025,0.035538763,0.03327095
META,"Meta Dividend Announcement Surprises Investors, Stock Jumps",2022-02-27,2022-02-27T00:00:00,financial_news,0.33701122,0.08356284,0.49586308,0.42057407
