ticker,headline,date,timestamp,source
META,"Meta Faces Competition from TikTok, Revenue Growth Slows",2022-03-02,2022-03-02T00:00:00,financial_news
NFLX,Netflix Faces Regulatory Challenges in Key Markets,2022-03-02,2022-03-02T00:00:00,financial_news
NVDA,"NVIDIA Announces Stock Split, Shares React Positively",2022-03-02,2022-03-02T00:00:00,financial_news
META,Meta Announces AI-Powered Ad Targeting Improvements,2022-03-03,2022-03-03T00:00:00,financial_news
AAPL,Apple Dividend Increase Signals Confidence in Long-Term Growth,2022-03-04,2022-03-04T00:00:00,financial_news
CRM,"Salesforce Faces Competition from Microsoft, Market Share Concerns",2022-03-04,2022-03-04T00:00:00,financial_news
META,Meta Stock Plunges on Massive Metaverse Investment Spending,2022-03-04,2022-03-04T00:00:00,financial_news
MSFT,Microsoft Faces Regulatory Scrutiny Over Gaming Acquisitions,2022-03-04,2022-03-04T00:00:00,financial_news
AAPL,Apple Reports Record iPhone Sales Despite Global Supply Chain Challenges,2022-03-05,2022-03-05T00:00:00,financial_news
GOOGL,"Google Cloud Revenue Growth Accelerates, Competing with AWS",2022-03-06,2022-03-06T00:00:00,financial_news
META,Meta Stock Plunges on Massive Metaverse Investment Spending,2022-03-06,2022-03-06T00:00:00,financial_news
MSFT,Microsoft Cloud Revenue Soars 40% as Azure Demand Remains Strong,2022-03-06,2022-03-06T00:00:00,financial_news
AAPL,"Apple Services Revenue Hits All-Time High, Boosting Investor Confidence",2022-03-07,2022-03-07T00:00:00,financial_news
GOOGL,Google Stock Gains on Strong Digital Advertising Recovery,2022-03-07,2022-03-07T00:00:00,financial_news
NFLX,Netflix Stock Falls on Increased Competition from Disney+,2022-03-07,2022-03-07T00:00:00,financial_news
NVDA,"NVIDIA Reports Record Quarter, AI Revolution Drives Growth",2022-03-07,2022-03-07T00:00:00,financial_news
AMZN,Amazon Dividend Speculation Grows as Cash Flow Improves,2022-03-08,2022-03-08T00:00:00,financial_news
META,"Meta Dividend Announcement Surprises Investors, Stock Jumps",2022-03-08,2022-03-08T00:00:00,financial_news
CRM,Salesforce Stock Falls on Weak Forward Guidance,2022-03-09,2022-03-09T00:00:00,financial_news
MSFT,Microsoft Stock Declines as Gaming Revenue Disappoints,2022-03-09,2022-03-09T00:00:00,financial_news
ADBE,Adobe Stock Falls on Subscription Model Saturation Concerns,2022-03-10,2022-03-10T00:00:00,financial_news
AAPL,"Apple Beats Earnings Expectations, Revenue Up 8% Year-Over-Year",2022-03-11,2022-03-11T00:00:00,financial_news
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-03-12,2022-03-12T00:00:00,financial_news
GOOGL,Google Search Revenue Exceeds Expectations Despite Competition,2022-03-12,2022-03-12T00:00:00,financial_news
NVDA,NVIDIA Data Center Revenue Hits All-Time High,2022-03-12,2022-03-12T00:00:00,financial_news
AAPL,Apple Reports Record iPhone Sales Despite Global Supply Chain Challenges,2022-03-13,2022-03-13T00:00:00,financial_news
ADBE,Adobe Stock Declines on Competitive Pressure from Canva,2022-03-13,2022-03-13T00:00:00,financial_news
META,"Meta Announces Major Cost-Cutting Initiative, Shares Rise 8%",2022-03-13,2022-03-13T00:00:00,financial_news
GOOGL,Google Layoffs Signal Cost-Cutting Measures Amid Economic Uncertainty,2022-03-14,2022-03-14T00:00:00,financial_news
NVDA,NVIDIA Data Center Revenue Hits All-Time High,2022-03-14,2022-03-14T00:00:00,financial_news
GOOGL,"Google Announces Share Buyback Program, Boosting Investor Sentiment",2022-03-15,2022-03-15T00:00:00,financial_news
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-03-16,2022-03-16T00:00:00,financial_news
GOOGL,Google Layoffs Signal Cost-Cutting Measures Amid Economic Uncertainty,2022-03-16,2022-03-16T00:00:00,financial_news
META,Meta Announces AI-Powered Ad Targeting Improvements,2022-03-16,2022-03-16T00:00:00,financial_news
NFLX,Netflix Faces Regulatory Challenges in Key Markets,2022-03-16,2022-03-16T00:00:00,financial_news
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-03-17,2022-03-17T00:00:00,financial_news
CRM,"Salesforce Announces AI Integration, Shares Rise 4%",2022-03-17,2022-03-17T00:00:00,financial_news
MSFT,Microsoft Cloud Revenue Soars 40% as Azure Demand Remains Strong,2022-03-17,2022-03-17T00:00:00,financial_news
TSLA,Tesla Supercharger Network Expansion Drives Revenue Growth,2022-03-17,2022-03-17T00:00:00,financial_news
CRM,"Salesforce Announces Dividend Initiation, Stock Reacts Positively",2022-03-18,2022-03-18T00:00:00,financial_news
GOOGL,Google Stock Falls on Concerns About AI Disruption to Search,2022-03-18,2022-03-18T00:00:00,financial_news
MSFT,"Microsoft Announces Major AI Partnership, Shares Jump 5%",2022-03-18,2022-03-18T00:00:00,financial_news
NVDA,"NVIDIA Faces Supply Chain Challenges, Stock Volatile",2022-03-18,2022-03-18T00:00:00,financial_news
ADBE,Adobe Stock Falls on Concerns About Economic Slowdown Impact,2022-03-19,2022-03-19T00:00:00,financial_news
META,"Meta Announces Major Cost-Cutting Initiative, Shares Rise 8%",2022-03-19,2022-03-19T00:00:00,financial_news
TSLA,"Tesla Delivers Record Vehicles, Stock Jumps on Production Milestone",2022-03-19,2022-03-19T00:00:00,financial_news
AMZN,"Amazon Announces Major Investment in Logistics, Shares Mixed",2022-03-20,2022-03-20T00:00:00,financial_news
NFLX,Netflix Stock Jumps on Strong Content Performance Metrics,2022-03-20,2022-03-20T00:00:00,financial_news
GOOGL,Google Stock Tumbles as YouTube Ad Revenue Declines,2022-03-21,2022-03-21T00:00:00,financial_news
META,Meta Stock Plunges on Massive Metaverse Investment Spending,2022-03-21,2022-03-21T00:00:00,financial_news
NFLX,"Netflix Announces Ad-Supported Tier, Shares React Positively",2022-03-21,2022-03-21T00:00:00,financial_news
TSLA,Tesla Stock Declines on CEO Distraction Concerns,2022-03-21,2022-03-21T00:00:00,financial_news
MSFT,"Microsoft Teams Growth Accelerates, Boosting Productivity Segment",2022-03-22,2022-03-22T00:00:00,financial_news
TSLA,Tesla Stock Declines on CEO Distraction Concerns,2022-03-22,2022-03-22T00:00:00,financial_news
AAPL,Concerns Mount Over Apple's Declining Market Share in Smartphone Segment,2022-03-23,2022-03-23T00:00:00,financial_news
META,Meta Stock Surges on Strong User Engagement Metrics,2022-03-23,2022-03-23T00:00:00,financial_news
NFLX,"Netflix Content Costs Rising, Margin Pressure Concerns",2022-03-23,2022-03-23T00:00:00,financial_news
TSLA,"Tesla Announces Battery Technology Advancement, Shares Gain",2022-03-23,2022-03-23T00:00:00,financial_news
AAPL,Apple Stock Drops as Analysts Downgrade on Weak iPhone Demand,2022-03-24,2022-03-24T00:00:00,financial_news
ADBE,"Adobe Announces AI-Powered Creative Tools, Shares Gain 5%",2022-03-24,2022-03-24T00:00:00,financial_news
AMZN,Amazon Retail Growth Slows as Consumers Reduce Spending,2022-03-24,2022-03-24T00:00:00,financial_news
GOOGL,Google Parent Alphabet Beats Earnings on Strong Search Revenue,2022-03-24,2022-03-24T00:00:00,financial_news
NFLX,"Netflix Announces Price Increase, Mixed Investor Reaction",2022-03-24,2022-03-24T00:00:00,financial_news
NVDA,"NVIDIA Reports Record Quarter, AI Revolution Drives Growth",2022-03-24,2022-03-24T00:00:00,financial_news
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-03-25,2022-03-25T00:00:00,financial_news
